,TwitterDownsampled
0,179.619
1,178.2395455
2,169.4897273
3,168.0034545
4,164.3115455
5,161.3186364
6,163.1024545
7,157.1686364
8,151.6412727
9,152.3389091
10,145.3190909
11,127.9628182
12,134.2042727
13,127.0273636
14,117.1155455
15,114.4854545
16,107.2973727
17,103.4380909
18,100.4224727
19,96.23128182
20,93.93405455
21,92.89875455
22,90.60819091
23,88.87414545
24,85.15131818
25,85.22233636
26,86.64984545
27,84.3548
28,80.47438182
29,82.83207273
30,83.75277273
31,82.26145455
32,81.97333636
33,80.79152727
34,82.07029091
35,83.29324545
36,81.52034545
37,80.18093636
38,83.31331818
39,85.1099
40,86.8981
41,90.74934545
42,97.71691818
43,100.5985182
44,100.3503
45,106.1740909
46,107.2267364
47,107.8044545
48,107.4083636
49,108.1369091
50,106.4103636
51,102.7285455
52,100.5710636
53,103.3160818
54,94.69655455
55,87.86005455
56,100.0310091
57,127.9959091
58,128.6856364
59,123.8978182
60,118.3581818
61,107.1467091
62,106.6000545
63,103.3848
64,107.7347273
65,105.3518909
66,107.2810909
67,109.0104545
68,108.9961818
69,110.3998182
70,112.0149091
71,112.7630909
72,113.5323636
73,113.7925455
74,113.0657273
75,114.1305455
76,110.1
77,107.7983636
78,104.7932273
79,100.4648182
80,100.8385273
81,96.23262727
82,92.39050909
83,93.11608182
84,91.78961818
85,89.17056364
86,91.54331818
87,91.44091818
88,92.16888182
89,91.21658182
90,92.02351818
91,92.37933636
92,95.53916364
93,94.31112727
94,96.75977273
95,96.13472727
96,94.24398182
97,96.0339
98,98.01655455
99,98.5554
100,99.30586364
101,97.50537273
102,98.02638182
103,98.78582727
104,100.3041273
105,105.5038182
106,106.0576727
107,109.8358182
108,116.7181818
109,119.9710909
110,119.5297273
111,124.4074545
112,129.683
113,130.8206364
114,132.7350909
115,136.2330909
116,142.2190909
117,141.3101818
118,139.1733636
119,142.4402727
120,147.2005455
121,151.0749091
122,152.9351818
123,154.3105455
124,156.7892727
125,158.03
126,157.0178182
127,164.4521818
128,161.3910909
129,161.1242727
130,167.4871818
131,172.0976364
132,172.8853636
133,170.1564545
134,166.1219091
135,164.3262727
136,165.9114545
137,162.7145455
138,156.9563636
139,153.2643636
140,151.6575455
141,144.6377273
142,145.489
143,138.7590909
144,128.9549091
145,126.2549091
146,122.8455455
147,118.6720909
148,119.2111818
149,113.8181818
150,111.6954545
151,111.3843636
152,107.1361727
153,103.5721091
154,101.0679
155,99.13953636
156,97.73514545
157,94.75640909
158,97.58973636
159,95.42002727
160,93.74346364
161,90.38361818
162,90.93941818
163,87.41371818
164,94.50858182
165,91.83505455
166,91.4421
167,90.0363
168,88.29826364
169,93.42824545
170,94.21580909
171,95.43527273
172,93.26000909
173,93.52231818
174,94.57231818
175,95.1838
176,95.39594545
177,96.61357273
178,96.85982727
179,98.39038182
180,106.1478364
181,108.8723636
182,105.4881909
183,115.1213636
184,119.5143636
185,130.0101818
186,126.0229091
187,114.6354545
188,113.872
189,112.5377273
190,114.0649091
191,116.4539091
192,118.9382727
193,115.1529091
194,114.5340909
195,116.2089091
196,116.2280909
197,118.4116364
198,117.944
199,117.922
200,121.0110909
201,118.465
202,121.3380909
203,120.84
204,121.4930909
205,121.5470909
206,118.183
207,119.9093636
208,122.4104545
209,119.228
210,122.0541818
211,118.2394545
212,111.3031818
213,112.6978182
214,112.3270909
215,108.3307273
216,107.1642727
217,105.5086364
218,108.8655455
219,108.3188182
220,103.6734636
221,100.9597727
222,104.1283909
223,104.7062
224,101.7248455
225,105.9290909
226,107.6717273
227,107.0472727
228,107.1037273
229,107.8553636
230,110.2499091
231,111.9378182
232,108.6586364
233,112.7082727
234,117.1837273
235,115.3322727
236,117.3228182
237,117.545
238,120.3902727
239,121.8865455
240,123.0172727
241,123.7177273
242,126.403
243,123.3726364
244,128.9933636
245,130.5620909
246,132.469
247,136.4413636
248,142.9021818
249,144.3154545
250,149.434
251,149.7739091
252,152.8024545
253,156.3194545
254,157.1051818
255,159.2503636
256,165.1390909
257,169.2616364
258,167.4504545
259,171.7270909
260,171.8491818
261,173.2667273
262,174.8170909
263,178.8880909
264,178.2105455
265,173.7560909
266,173.4055455
267,174.4126364
268,175.227
269,171.8409091
270,173.6720909
271,171.3638182
272,163.192
273,157.5958182
274,154.2177273
275,151.4312727
276,143.0908182
277,133.1008182
278,132.155
279,132.2788182
280,128.0122727
281,120.1670909
282,119.2983636
283,115.8704545
284,115.1818182
285,112.2017273
286,107.1854
287,104.2157273
288,104.2948182
289,105.2490273
290,106.7011727
291,100.4272545
292,95.78419091
293,96.34601818
294,94.30814545
295,94.80869091
296,94.14865455
297,93.5196
298,91.37806364
299,86.70756364
300,91.85287273
301,93.28985455
302,94.2046
303,91.20567273
304,94.98180909
305,95.47858182
306,99.34203636
307,98.85909091
308,98.95799091
309,98.70574545
310,98.4449
311,100.7301091
312,101.4636273
313,101.4326455
314,101.2772455
315,101.8299
316,106.0870364
317,104.7581818
318,103.9727273
319,105.3745727
320,105.7263636
321,108.3029091
322,109.0480909
323,111.6168182
324,111.3929091
325,112.2324545
326,111.844
327,114.2652727
328,114.3485455
329,115.1637273
330,118.4574545
331,118.2171818
332,118.8643636
333,118.1029091
334,119.6718182
335,121.3964545
336,120.4229091
337,122.3147273
338,118.7666364
339,118.8984545
340,120.5420909
341,116.7205455
342,115.3242727
343,114.7890909
344,113.1616364
345,114.0521818
346,111.8076364
347,111.6492727
348,111.4443636
349,111.1955455
350,111.5608182
351,110.8256364
352,108.9587273
353,109.6980909
354,108.9765455
355,108.9872727
356,109.5177273
357,109.4577273
358,111.4294545
359,109.4466364
360,114.7876364
361,114.573
362,114.4739091
363,112.4401818
364,117.7260909
365,114.5716364
366,114.264
367,117.6593636
368,119.361
369,120.748
370,124.6476364
371,122.7452727
372,125.4650909
373,129.3196364
374,128.1494545
375,133.1352727
376,132.9268182
377,137.3793636
378,139.9376364
379,140.8137273
380,146.0285455
381,150.9112727
382,149.5277273
383,157.0326364
384,158.3554545
385,155.1540909
386,160.8037273
387,163.5155455
388,167.4456364
389,168.0170909
390,168.898
391,172.2093636
392,175.8830909
393,173.0850909
394,175.0556364
395,174.4571818
396,170.8890909
397,171.6919091
398,174.5325455
399,163.0636364
400,158.4967273
401,157.4252727
402,152.3949091
403,148.3564545
404,141.0399091
405,143.2210909
406,137.8411818
407,130.9239091
408,126.9434545
409,124.08
410,122.5005455
411,123.101
412,117.8571818
413,111.5090909
414,109.118
415,109.8329091
416,104.5
417,102.4064091
418,96.57782727
419,92.11697273
420,97.42251818
421,99.41080909
422,99.27648182
423,98.70437273
424,91.96727273
425,92.85971818
426,97.42218182
427,92.55305455
428,95.32183636
429,94.1115
430,92.15777273
431,95.86043636
432,98.57086364
433,99.381
434,99.86259091
435,101.4330091
436,107.1138091
437,109.2356364
438,109.1729091
439,116.0146364
440,112.5958182
441,110.8330909
442,109.0436364
443,105.5347273
444,105.4458909
445,104.5555545
446,106.1844545
447,105.6839091
448,105.6016091
449,104.4342182
450,109.8504545
451,110.2849091
452,107.784
453,108.1274545
454,108.9373636
455,109.1059091
456,111.6039091
457,111.2630909
458,112.7994545
459,113.8163636
460,114.9377273
461,114.7589091
462,117.8778182
463,116.4846364
464,113.7518182
465,123.3367273
466,123.6921818
467,117.6980909
468,120.2549091
469,117.5362727
470,113.7385455
471,111.5171818
472,105.4106364
473,104.2815455
474,102.4748818
475,109.2368182
476,107.6533636
477,111.5195455
478,103.3396091
479,103.8000818
480,103.9874273
481,109.2331818
482,106.0870545
483,107.8156909
484,99.53646364
485,101.0654909
486,101.1701545
487,102.4257091
488,101.3475545
489,100.7234364
490,101.5817455
491,103.9866
492,110.6443636
493,110.1565455
494,108.8499091
495,110.8085455
496,111.1336364
497,113.4739091
498,116.016
499,116.7405455
500,120.8556364
501,128.5057273
502,125.9613636
503,129.3002727
504,131.4539091
505,132.444
506,136.1083636
507,138.9845455
508,141.9820909
509,144.4233636
510,146.9924545
511,146.9000909
512,150.5738182
513,152.5604545
514,159.5914545
515,159.3225455
516,160.8950909
517,161.334
518,166.0328182
519,169.2914545
520,174.4774545
521,183.7119091
522,174.3411818
523,173.9352727
524,175.2784545
525,173.8325455
526,175.4048182
527,174.9348182
528,175.2944545
529,168.84
530,167.4250909
531,162.5275455
532,153.8171818
533,151.4583636
534,143.5767273
535,142.7749091
536,141.6211818
537,129.6467273
538,129.1268182
539,120.987
540,125.4434545
541,122.869
542,113.886
543,107.7248182
544,112.2598182
545,107.7921455
546,109.7052727
547,102.7081
548,100.0741091
549,98.61398182
550,93.16467273
551,96.94176364
552,92.74800909
553,87.47046364
554,86.33208182
555,86.39979091
556,93.87119091
557,97.26274545
558,94.36303636
559,95.0308
560,103.1436273
561,93.24399091
562,99.22732727
563,109.6648182
564,121.4159091
565,134.5358182
566,130.2073636
567,138.169
568,127.2370909
569,110.7030909
570,112.9071818
571,112.2013636
572,110.2931818
573,112.4019091
574,110.5594545
575,108.7776364
576,107.3180273
577,105.3524364
578,108.0941727
579,112.2877273
580,109.6923182
581,108.409
582,109.9148182
583,107.3836273
584,112.1224545
585,112.6126364
586,110.4753636
587,111.0601818
588,108.792
589,110.8249091
590,117.843
591,118.0416364
592,117.9425455
593,118.9164545
594,116.6638182
595,122.4867273
596,122.9740909
597,124.3567273
598,122.8909091
599,119.1548182
600,119.7437273
601,115.416
602,110.7612727
603,105.1791
604,106.0726364
605,100.3910909
606,98.49465455
607,97.89013636
608,95.77325455
609,95.7846
610,95.80276364
611,96.44874545
612,97.25702727
613,92.20794545
614,90.75880909
615,91.28024545
616,91.53183636
617,95.16229091
618,97.44356364
619,97.73358182
620,97.2401
621,97.05146364
622,97.7531
623,100.9925
624,102.0365091
625,101.276
626,103.3595455
627,105.7520909
628,107.3134545
629,109.3131818
630,114.1264545
631,114.4916364
632,118.3363636
633,117.8760909
634,123.4100909
635,122.8876364
636,125.8903636
637,127.2755455
638,130.2723636
639,134.3893636
640,133.6561818
641,139.2490909
642,146.5644545
643,148.6521818
644,145.8182727
645,152.539
646,151.5888182
647,154.1088182
648,159.4853636
649,164.4225455
650,165.4413636
651,167.1098182
652,165.3895455
653,167.0087273
654,169.6112727
655,167.2410909
656,170.7656364
657,170.9399091
658,166.2178182
659,163.5999091
660,168.3212727
661,162.3988182
662,152.5180909
663,146.3139091
664,142.8715455
665,142.6872727
666,146.1336364
667,134.4250909
668,128.9024545
669,126.7529091
670,123.3734545
671,122.0956364
672,128.7264545
673,122.2004545
674,80.94921818
675,38.25252727
676,28.92649091
677,25.36276364
678,24.9762
679,28.36875455
680,37.85681818
681,85.89458182
682,108.0075182
683,102.0941636
684,103.7856091
685,99.06959091
686,96.28091818
687,98.16814545
688,121.4454
689,163.0355455
690,186.8730909
691,185.8740909
692,163.6490909
693,116.0604091
694,105.9537727
695,105.5034
696,103.3385182
697,106.0177273
698,109.9362636
699,114.4877273
700,113.1338182
701,113.6225455
702,115.4075455
703,114.057
704,115.1890909
705,113.9766364
706,110.093
707,110.6988182
708,102.2644455
709,107.0690545
710,109.7380091
711,106.5587091
712,104.9926636
713,108.2665455
714,105.2438273
715,111.5824545
716,111.6590909
717,111.5388182
718,109.0725455
719,107.8565455
720,112.2007273
721,115.3048182
722,115.8365455
723,114.6697273
724,115.8729091
725,117.5673636
726,121.5536364
727,122.5747273
728,119.5144545
729,124.0918182
730,120.4536364
731,118.7144545
732,116.9220909
733,109.5889364
734,106.9441818
735,108.8183636
736,104.6776364
737,99.08033636
738,97.68767273
739,96.27880909
740,94.21468182
741,93.37084545
742,93.87868182
743,95.47259091
744,91.95406364
745,90.78869091
746,94.06999091
747,94.29625455
748,95.91296364
749,99.26047273
750,98.35835455
751,97.95185455
752,99.43582727
753,98.9538
754,103.4447182
755,101.2763182
756,102.2467
757,103.6556364
758,106.3620909
759,109.1584545
760,111.454
761,112.2473636
762,116.6934545
763,119.0043636
764,116.5062727
765,122.889
766,120.5755455
767,123.4732727
768,128.4336364
769,131.4409091
770,138.1982727
771,139.0665455
772,139.5328182
773,145.2085455
774,150.2764545
775,152.7962727
776,152.7792727
777,152.763
778,154.3705455
779,157.3327273
780,163.5742727
781,163.896
782,166.6415455
783,168.1139091
784,169.8106364
785,171.5
786,177.2102727
787,170.5102727
788,167.8416364
789,165.0467273
790,163.1496364
791,183.8183636
792,191.2888182
793,183.9574545
794,180.5975455
795,180.1647273
796,175.2807273
797,170.319
798,164.8612727
799,160.0297273