"fit","upr","lwr"
"1",546.189677872037,1189.35969980183,-96.9803440577592
"2",491.978565579301,1135.18591052208,-151.228779363483
"3",570.907866413803,1214.15324475354,-72.3375119259337
"4",557.336771396967,1200.62090012943,-85.9473573354916
"5",533.211690457976,1176.53529318675,-110.111912270801
"6",672.405305957453,1315.76911288992,29.0414990249816
"7",525.843161097983,1169.24790904118,-117.561586845217
"8",634.793629985804,1278.24006234223,-8.65280237062041
"9",519.921349387822,1163.41021615116,-123.567517375514
"10",508.305313309445,1151.83737106023,-135.226744441335
"11",506.024148736438,1149.60016063762,-137.551863164745
"12",495.662473373243,1139.28320916572,-147.958262419229
"13",441.646106653594,1085.31234265159,-202.020129344407
"14",538.173067084908,1181.88558617138,-105.539452001564
"15",461.39547539547,1105.15506701733,-182.364116226388
"16",518.305968569393,1162.11342873272,-125.501491593931
"17",485.074227828662,1128.93035909381,-158.781903436486
"18",402.023513409246,1045.92912488589,-241.882098067396
"19",253.895917385101,897.851824727174,-390.059989956971
"20",451.844307950511,1095.85133335109,-192.162717450067
"21",479.882398397604,1123.94137058369,-164.176573788484
"22",450.116377864951,1094.22813209219,-193.995376362293
"23",515.998475573357,1160.16385362067,-128.166902473957
"24",363.086022983931,1007.30587314804,-281.13382718018
"25",468.604811474124,1112.87998856404,-175.670365615789
"26",363.424190971736,1007.75555630311,-280.907174359637
"27",443.79984660747,1088.18826799691,-200.588574781969
"28",394.868721684324,1039.31507344359,-249.577630074944
"29",427.657380821021,1072.16254375116,-216.847782109123
"30",431.016272484819,1075.5811338702,-213.548588900567
"31",430.137475105834,1074.7629287081,-214.487978496432
"32",453.968998614088,1098.65594466601,-190.717947437834
"33",521.422970576321,1166.17231577559,-123.326374622951
"34",521.439636751597,1166.25229425452,-123.373020751326
"35",451.480428301307,1096.35731771639,-193.396461113776
"36",580.310448476329,1225.25249585781,-64.6315989051493
"37",473.887423765493,1118.89556160675,-171.120714075765
"38",432.421139257339,1077.49630648425,-212.654027969569
"39",482.927779554873,1128.07092151903,-162.215362409284
"40",560.919850193217,1206.13191866511,-84.2922182786783
"41",471.246835763421,1116.52878892549,-174.035117398651
"42",601.165262794614,1246.51806523422,-44.1875396449975
"43",390.355275113661,1035.77989781598,-255.069347588661
"44",524.760529903718,1170.25795024452,-120.736890437084
"45",535.062946022477,1180.63414776082,-110.508255715868
"46",497.360431916824,1143.00640518767,-148.285541354026
"47",524.610200145227,1170.33194145196,-121.111541161503
"48",544.968316012771,1190.76682821958,-100.830196194042
"49",516.104444331532,1161.98073665578,-129.771847992719
"50",575.045484393053,1221.00057239748,-70.909603611375
"51",541.597150099775,1190.90580704397,-107.71150684442
"52",487.386037807038,1136.77513299535,-162.003057381276
"53",566.315338641541,1215.78590151299,-83.1552242299083
"54",552.744243624704,1202.29730990374,-96.8088226543338
"55",528.619162685713,1178.2557743741,-121.017449002678
"56",667.81277818519,1317.53398355379,18.091572816592
"57",521.250633325721,1171.05748690615,-128.556220254709
"58",630.201102213541,1280.09466478978,-19.6924603627023
"59",515.328821615559,1165.31016021545,-134.652516984328
"60",503.712785537182,1153.78297342379,-146.357402349421
"61",501.431620964175,1151.5917376271,-148.728495698755
"62",491.069945600981,1141.32107674759,-159.181185545626
"63",437.053578881331,1087.3968164278,-213.289658665143
"64",533.580539312645,1184.01698137502,-116.855902749733
"65",456.802947623207,1107.33369850828,-193.727803261867
"66",513.71344079713,1164.33961099325,-136.91272939899
"67",480.481700056399,1131.20440622419,-170.24100611139
"68",397.430985636984,1048.25135059995,-253.38937932598
"69",249.303389612839,900.222542347877,-401.6157631222
"70",447.251780178249,1098.27085580607,-203.767295449573
"71",475.289870625342,1126.41001040077,-175.83026915009
"72",445.523850092688,1096.74620139489,-205.698501209518
"73",511.405947801094,1162.73166412368,-139.919768521497
"74",358.493495211669,1009.92373615272,-292.936745729378
"75",464.012283701861,1115.54821495381,-187.523647550088
"76",358.831663199473,1010.47445653896,-292.81113014001
"77",439.207318835207,1090.95815211275,-212.543514442339
"78",390.276193912062,1042.13625104171,-261.583863217585
"79",423.064853048758,1075.03532399756,-228.905617900043
"80",426.423744712556,1078.50582548999,-225.658336064878
"81",425.544947333571,1077.73983998085,-226.649945313706
"82",449.376470841825,1101.68538342109,-202.932441737439
"83",516.830442804058,1169.25458938749,-135.593703779376
"84",516.847108979334,1169.38770963816,-135.69349167949
"85",446.887900529044,1099.54618132242,-205.770380264328
"86",575.717920704067,1228.49511366788,-77.0592722597434
"87",469.29489599323,1122.19223912879,-183.602447142334
"88",427.828611485076,1080.84734874773,-225.190125777576
"89",478.335251782611,1131.47663307019,-174.806129504971
"90",556.327322420954,1209.5926035622,-96.937958720288
"91",466.654307991158,1120.04475073397,-186.736134751651
"92",596.572735022351,1250.08960702199,-56.9441369772877
"93",385.762747341399,1039.40732214856,-267.881827465763
"94",520.168002131456,1173.94155918024,-133.605554917328
"95",530.470418250214,1184.374242846,-123.433406345568
"96",492.767904144562,1146.80328745176,-161.267479162641
"97",520.017672372964,1174.18591140272,-134.150566656788
"98",540.375788240508,1194.67818583821,-113.926609357195
"99",511.51191655927,1165.94978139205,-142.925948273514
"100",570.45295662079,1225.02760316487,-84.1216899232865
"101",537.004622327512,1195.22682165555,-121.217577000528
"102",482.793510034775,1141.15439416963,-175.567374100083
"103",561.722810869278,1220.22370485651,-96.7780831179531
"104",548.151715852441,1206.79395047329,-110.490518768402
"105",524.026634913451,1182.81154667187,-134.758276844968
"106",663.220250412928,1322.14918152254,4.29131930331584
"107",516.658105553458,1175.73240392437,-142.416192817453
"108",625.608574441279,1284.82959366681,-33.6124447842576
"109",510.736293843296,1170.10539318663,-148.632805500037
"110",499.12025776492,1158.6388021456,-160.398286615758
"111",496.839093191913,1156.50845317228,-162.830266788455
"112",486.477417828718,1146.29896960024,-173.344133942809
"113",432.461051109068,1092.43617647857,-227.514074260432
"114",528.988011540383,1189.11809791614,-131.142074835371
"115",452.210419850944,1112.49686022872,-208.076020526829
"116",509.120913024867,1169.56510597383,-151.323279924093
"117",475.889172284137,1136.49252193267,-184.714177364401
"118",392.838457864721,1053.60237388616,-267.925458156718
"119",244.710861840576,905.636759438794,-416.215035757642
"120",442.659252405986,1103.74855230093,-218.430047488954
"121",470.697342853079,1131.95147126617,-190.556785560007
"122",440.931322320426,1102.35171095988,-220.489066319024
"123",506.813420028831,1168.40150607487,-154.774666017206
"124",353.900967439406,1015.65819352938,-307.856258650565
"125",459.419755929599,1121.34757014298,-202.508058283786
"126",354.239135427211,1016.33899127054,-307.860720416115
"127",434.614791062945,1096.8881474546,-227.658565328712
"128",385.683666139799,1048.13198739475,-276.764655115157
"129",418.472325276496,1081.09708109091,-244.152430537921
"130",421.831216940293,1084.63388237604,-240.971448495457
"131",420.952419561308,1083.9344750304,-242.029635907779
"132",444.783943069563,1107.94687431844,-218.378988179315
"133",512.237915031796,1175.58321312559,-151.107383061998
"134",512.254581207071,1175.7837425137,-151.274580099561
"135",442.295372756781,1106.009898931,-221.419153417438
"136",571.125392931804,1235.02679089911,-92.776005035505
"137",464.702368220968,1128.79215016146,-199.38741371952
"138",423.236083712814,1087.51576704489,-241.043599619265
"139",473.742724010348,1138.21383137439,-190.728383353698
"140",551.734794648691,1216.39885389059,-112.929264593204
"141",462.061780218895,1126.92032437348,-202.796763935688
"142",591.980207250088,1257.0347745245,-73.0743600243275
"143",381.170219569136,1046.42235332609,-284.081914187823
"144",515.575474359193,1181.02672310013,-149.875774381747
"145",525.877890477951,1191.52980782611,-139.774026870205
"146",488.175376372299,1154.02952105568,-177.678768311081
"147",515.425144600702,1181.48308043496,-150.632791233559
"148",535.783260468246,1202.04655633949,-130.480035402994
"149",506.919388787007,1173.38961863446,-159.550841060444
"150",565.860428848528,1232.53917164716,-100.818313950104
"151",532.412094555249,1203.02036547926,-138.196176368762
"152",478.200982262513,1149.01976540902,-192.617800883999
"153",557.130283097015,1228.16116435176,-113.900598157733
"154",543.559188080179,1214.80375828273,-127.685382122374
"155",519.434107141188,1190.89396206736,-152.025747784979
"156",658.627722640665,1330.30446298482,-13.0490177034912
"157",512.065577781195,1183.96080913851,-159.829653576121
"158",621.016046669016,1293.1313795176,-51.0992861795696
"159",506.143766071034,1178.480815754,-166.193283611928
"160",494.527729992657,1167.08811670007,-178.032656714753
"161",492.24656541965,1165.03191417043,-180.538783331129
"162",481.884890056455,1154.89683068017,-191.127050567255
"163",427.868523336806,1101.10869045536,-245.371643781753
"164",524.39548376812,1197.86551677742,-149.074549241182
"165",447.617892078682,1121.31943513014,-226.083650972776
"166",504.528385252605,1178.4630872346,-169.406316729394
"167",471.296644511874,1145.46615903114,-202.872870007396
"168",388.245930092458,1062.65191545536,-286.160055270446
"169",240.118334068313,914.762453262053,-434.525785125426
"170",438.066724633723,1112.95064530746,-236.817196040014
"171",466.104815080816,1141.23020952672,-209.020579365083
"172",436.338794548163,1111.70733968235,-239.029750586027
"173",502.220892256569,1177.83426960002,-173.392485086882
"174",349.308439667143,1025.16833532647,-326.551455992182
"175",454.827228157336,1130.93533280551,-221.280876490839
"176",349.646607654948,1026.00461651195,-326.711401202056
"177",430.022263290682,1106.63187610406,-246.587349522698
"178",381.091138367536,1057.95405939289,-295.771782657819
"179",413.879797504233,1090.99773548562,-263.238140477157
"180",417.238689168031,1094.61335731831,-260.135978982247
"181",416.359891789046,1093.99300777011,-261.273224192022
"182",440.1914152973,1118.08470120029,-237.70187060569
"183",507.645387259533,1185.80056958491,-170.509795065847
"184",507.662053434809,1186.08086307242,-170.756756202798
"185",437.702844984519,1116.38701719352,-240.981327224481
"186",566.532865159541,1245.48413954831,-112.41840922923
"187",460.109840448705,1139.32996095466,-219.110280057247
"188",418.643555940551,1098.13427080986,-260.847158928762
"189",469.150196238085,1148.91325800539,-210.612865529216
"190",547.142266876429,1227.17943234439,-132.894898591534
"191",457.469252446633,1137.78228266551,-222.843777772247
"192",587.387679477826,1267.97833972492,-93.2029807692718
"193",376.577691796873,1057.44775155593,-304.292367962187
"194",510.98294658693,1192.13417952747,-170.16828635361
"195",521.285362705689,1202.71954666226,-160.148821250886
"196",483.582848600036,1165.30176555143,-198.136068351362
"197",510.832616828439,1192.83805287682,-171.172819219939
"198",531.190732695983,1213.48447804593,-151.103012653966
"199",502.326861014744,1184.9107099523,-180.256987922807
"200",561.267901076265,1244.14365194783,-121.607849795303
"201",527.819566782987,1214.88745339889,-159.248319832914
"202",473.60845449025,1160.97017581703,-213.753266836531
"203",552.537755324753,1240.19511294481,-135.119602295302
"204",538.966660307916,1226.92145978135,-148.988139165513
"205",514.841579368926,1203.09563021247,-173.412471474624
"206",654.035194868402,1342.59031053434,-34.5199207975305
"207",507.473050008933,1196.33104786385,-181.384947845987
"208",616.423518896753,1305.58622020036,-72.7391824068555
"209",501.551238298771,1191.02046818258,-187.917991585035
"210",489.935202220394,1179.71278966636,-199.842385225574
"211",487.654037647387,1177.74181546653,-202.433740171759
"212",477.292362284193,1167.69216709513,-213.107442526742
"213",423.275995564543,1113.98966777196,-267.437676642874
"214",519.802955995857,1210.83233976897,-171.226427777256
"215",443.025364306419,1134.37230755735,-248.321578944511
"216",499.935857480342,1191.60221184245,-191.730496881766
"217",466.704116739611,1158.69173754578,-225.283504066561
"218",383.653402320196,1075.96414858108,-308.657343940691
"219",235.525806296051,928.161540678254,-457.109928086152
"220",433.47419686146,1126.43678566567,-259.488391942751
"221",461.512287308554,1154.80360044765,-231.779025830545
"222",431.7462667759,1125.368177753,-261.8756442012
"223",497.628364484306,1191.58275037076,-196.326021402149
"224",344.715911894881,1039.00465330824,-349.572829518479
"225",450.234700385073,1144.85968146701,-244.39028069686
"226",345.054079882685,1040.01718827685,-349.909028511477
"227",425.429735518419,1120.73286234829,-269.873391311452
"228",376.498610595274,1072.14365044195,-319.1464292514
"229",409.28726973197,1105.27612061191,-286.701581147968
"230",412.646161395768,1108.98072473851,-283.688401946978
"231",411.767364016783,1108.44954464264,-284.91481660907
"232",435.598887525037,1132.63059362269,-261.432818572616
"233",503.05285948727,1200.43600259141,-194.330283616874
"234",503.069525662546,1200.80602063143,-194.666969306342
"235",433.110317212256,1131.20208220524,-264.981447780723
"236",561.940337387279,1260.38929384229,-136.508619067733
"237",455.517312676442,1154.32538528749,-243.2907599346
"238",414.051028168288,1113.22014486285,-285.118088526275
"239",464.557668465823,1164.08976038229,-234.974423450644
"240",542.549739104166,1242.44674056918,-157.347262360851
"241",452.87672467437,1153.14057318019,-247.387123831453
"242",582.795151705563,1283.42778788737,-117.837484476242
"243",371.985164024611,1072.98853163778,-329.018203588561
"244",506.390418814668,1207.76646471206,-194.985627082723
"245",516.692834933426,1218.44350904259,-185.057839175737
"246",478.990320827774,1181.11757612817,-223.136934472626
"247",506.240089056176,1208.74588155637,-196.265703444019
"248",526.59820492372,1229.48449363853,-176.288083791089
"249",497.734333242482,1201.00308017012,-205.534413685156
"250",556.675373304002,1260.3285434032,-146.977796795193
"251",523.227039010724,1231.30932791188,-184.855249890433
"252",469.015926717987,1177.48436139528,-239.452507959306
"253",547.94522755249,1256.80177288604,-160.911317781059
"254",534.374132535653,1243.6207562911,-174.872491219797
"255",510.249051596663,1219.88772440249,-199.389621209166
"256",649.44266709614,1359.47536242094,-60.5900282286574
"257",502.88052223667,1213.30921636641,-207.54817189307
"258",611.830991124491,1322.65766313978,-98.9956808908022
"259",496.958710526508,1208.18534227984,-214.267921226825
"260",485.342674448132,1196.97125054109,-226.285901644832
"261",483.061509875125,1195.09401763562,-228.970997885373
"262",472.69983451193,1185.13826397138,-239.738594947524
"263",418.68346779228,1131.52981166282,-294.162876078259
"264",515.210428223595,1228.46668187524,-198.045825428046
"265",438.432836534156,1152.10099797197,-275.235324903662
"266",495.343329708079,1209.42539954938,-218.738740133217
"267",462.111588967349,1176.6095704188,-252.386392484104
"268",379.060874547933,1093.97677338275,-335.855024286884
"269",230.933278523788,946.269103058851,-484.402546011274
"270",428.881669089198,1144.6394301622,-286.876091983805
"271",456.919759536291,1173.10147048288,-259.261951410296
"272",427.153739003638,1143.76141563453,-289.453937627259
"273",493.035836712043,1210.07149729019,-223.999823866104
"274",340.123384122618,1057.5890493403,-377.342281095063
"275",445.642172612811,1163.53986556878,-272.255520343162
"276",340.461552110423,1058.79329828705,-377.870194066204
"277",420.837207746156,1139.60503498654,-297.930619494223
"278",371.906082823011,1091.11202130811,-347.299855662093
"279",404.694741959708,1124.34082418552,-314.951340266101
"280",408.053633623505,1128.14189437815,-312.034627131142
"281",407.17483624452,1127.70731258544,-313.357640096399
"282",431.006359752775,1151.98509098385,-289.972371478304
"283",498.460331715007,1219.88735936375,-222.966695933732
"284",498.476997890283,1220.35436568497,-223.4003699044
"285",428.517789439993,1150.84754328686,-293.811964406876
"286",557.347809615016,1280.13199757546,-165.436378345427
"287",450.92478490418,1174.16545717193,-272.315887363566
"288",409.458500396026,1133.15770927435,-314.240708482301
"289",459.96514069356,1184.12494057252,-264.194659185397
"290",537.957211331903,1262.57965866554,-186.665236001735
"291",448.284196902107,1173.37135018573,-276.802956381512
"292",578.2026239333,1303.75654368071,-147.351295814111
"293",367.392636252348,1093.41538497315,-358.630112468453
"294",501.797891042405,1228.29153321927,-224.695751134465
"295",512.100307161164,1239.06690922717,-214.866294904844
"296",474.397793055511,1201.83942337144,-253.043837260423
"297",501.647561283914,1229.56629011563,-226.271167547802
"298",522.005677151458,1250.40357664724,-206.39222234433
"299",493.141805470219,1222.02094963819,-235.737338697751
"300",552.08284553174,1281.44531021723,-177.279619153755
"301",518.634511238461,1252.63299553355,-215.36397305663
"302",464.423398945725,1198.90660610183,-270.05980821038
"303",543.352699780227,1278.32270292525,-191.617303364794
"304",529.781604763391,1265.24047880202,-205.677269275234
"305",505.6565238244,1241.60634541584,-230.293297767042
"306",644.850139323877,1381.29298685963,-91.5927082118808
"307",498.287994464407,1235.22594804606,-238.649959117243
"308",607.238463352228,1344.67360476924,-130.196678064784
"309",492.366182754246,1230.30059546182,-245.568229953329
"310",480.750146675869,1219.18591577281,-257.685622421073
"311",478.468982102862,1217.40819430948,-260.470230103752
"312",468.107306739667,1207.55205037569,-271.337436896352
"313",414.090940020018,1154.04330498256,-325.861424942524
"314",510.617900451332,1251.07997819289,-229.844177290221
"315",433.840308761894,1174.81419226834,-307.133574744552
"316",490.750801935817,1232.23858570448,-250.736981832846
"317",457.519061195086,1199.52284121282,-284.484718822646
"318",374.46834677567,1116.99022049697,-368.053526945627
"319",226.340750751525,969.382817076685,-516.701315573634
"320",424.289141316935,1167.85350057024,-319.27521793637
"321",452.327231764028,1196.41598567197,-291.761522143917
"322",422.561211231375,1167.17646290093,-322.054040438177
"323",488.443308939781,1233.58716283668,-256.700544957116
"324",335.530856350355,1081.20541827744,-410.143705576732
"325",441.049644840548,1187.25702191616,-305.157732235061
"326",335.86902433816,1082.61132497452,-410.873276298199
"327",416.244679973894,1163.52401385559,-331.0346539078
"328",367.313555050748,1115.13203311322,-380.504923011719
"329",400.102214187445,1148.46194859552,-348.257520220626
"330",403.461105851243,1152.36420997772,-345.441998275235
"331",402.582308472258,1152.03089687655,-346.86627993203
"332",426.413831980512,1176.41002038728,-323.582356426257
"333",493.867803942745,1244.41370922065,-256.678101335157
"334",493.884470118021,1244.98221025845,-257.213270022408
"335",423.925261667731,1175.57695576362,-327.726432428163
"336",552.755281842753,1304.96305006745,-199.452486381942
"337",446.332257131917,1199.09822071805,-306.433706454214
"338",404.865972623763,1158.19225384221,-348.46030859468
"339",455.372612921297,1209.26133506017,-298.516109217576
"340",533.364683559641,1287.81797090335,-221.088603784066
"341",443.691669129845,1198.71164693817,-311.328308678479
"342",573.610096161038,1329.19889064829,-181.978698326213
"343",362.800108480085,1118.9598467943,-393.359629834129
"344",497.205363270142,1253.93817347233,-259.527446932043
"345",507.507779388901,1264.81579043234,-249.800231654541
"346",469.805265283248,1227.69060699286,-288.080076426364
"347",497.055033511651,1255.51983656339,-261.409769540087
"348",517.413149379195,1276.45954527952,-241.633246521125
"349",488.549277697956,1248.17939876334,-271.080843367425
"350",547.490317759477,1307.70629709599,-212.725661577039
"351",514.041983466199,1279.06852084946,-250.984553917063
"352",459.830871173462,1225.44428062486,-305.782538277939
"353",538.760172007964,1304.96258213022,-227.442238114287
"354",525.189076991128,1291.98261713431,-241.604463152052
"355",501.063996052137,1268.45079629367,-266.322804189396
"356",640.257611551614,1408.2398026763,-127.724579573075
"357",493.695466692145,1262.27518017226,-274.884246787971
"358",602.645935579965,1371.82530355539,-166.533432395462
"359",487.773654981983,1257.55481024043,-282.007500276463
"360",476.157618903606,1246.54269486087,-294.227457053655
"361",473.876454330599,1244.86758501088,-297.114676349686
"362",463.514778967405,1235.11409898372,-308.084541048914
"363",409.498412247755,1181.70805678236,-362.711232286849
"364",506.025372679069,1278.84747746397,-266.796732105827
"365",429.247780989631,1202.68448228715,-344.188920307885
"366",486.158274163554,1260.21170874697,-287.895160419863
"367",452.926533422823,1227.59883855707,-321.745771711424
"368",369.875819003408,1145.16913242582,-405.417494419003
"369",221.748222979263,997.664682880395,-554.168236921869
"370",419.696613544672,1196.2383585492,-356.845131459852
"371",447.734703991766,1224.90387313941,-329.434465155883
"372",417.968683459112,1195.76741618569,-359.830049267468
"373",483.850781167518,1262.28121728599,-294.579654950959
"374",330.938328578093,1110.00260825974,-448.12595110355
"375",436.457117068285,1216.15738082388,-343.243146687311
"376",331.276496565897,1111.61488522703,-449.061892095236
"377",411.652152201631,1192.63080690203,-369.32650249877
"378",362.721027278486,1144.34208943545,-418.900034878474
"379",395.509686415182,1177.77529771104,-386.755924880674
"380",398.86857807898,1181.78088044267,-384.043724284708
"381",397.989780699995,1181.55091628867,-385.57135488868
"382",421.821304208249,1206.03341538898,-362.390806972479
"383",489.275276170482,1274.140505502,-295.589953161039
"384",489.291942345758,1274.81243256031,-296.228547868799
"385",419.332733895468,1205.51062788071,-366.845160089775
"386",548.162754070491,1335.00019485145,-238.67468671047
"387",441.739729359654,1229.23886008079,-345.759401361479
"388",400.2734448515,1188.43640875881,-387.889519055804
"389",450.780085149035,1239.60902557224,-338.048855274171
"390",528.772155787378,1318.26921612221,-260.724904547452
"391",439.099141357582,1229.26646504809,-351.068182332922
"392",569.017568388775,1359.85729890974,-221.82216213219
"393",358.207580707823,1149.72186154725,-433.306700131608
"394",492.61283549788,1284.80381013955,-299.578139143794
"395",502.915251616638,1295.78506352274,-289.95456028946
"396",465.212737510986,1258.7635301048,-328.338055082825
"397",492.462505739388,1286.69642238809,-301.771410909312
"398",512.820621606932,1307.73980560444,-282.098562390577
"399",483.956749925694,1279.5633444756,-311.649844624217
"400",542.897789987214,1339.1939381858,-253.398358211368
"401",509.449455693936,1310.69822637675,-291.799314988874
"402",455.238343401199,1257.17726698102,-346.700580178618
"403",534.167644235702,1336.79885838731,-268.463569915911
"404",520.596549218865,1323.92219148591,-282.729093048183
"405",496.471468279875,1300.49367605826,-307.55073949851
"406",635.665083779352,1440.38599430071,-169.055826742006
"407",489.102938919882,1294.52468923514,-316.318811395379
"408",598.053407807702,1404.17813477072,-208.071319155315
"409",483.18112720972,1290.01096746098,-323.648713041538
"410",471.565091131344,1279.10218108175,-335.971998819058
"411",469.283926558337,1277.53040237306,-338.962549256387
"412",458.922251195142,1267.88024877758,-350.035746387297
"413",404.905884475492,1214.57753945127,-404.765770500286
"414",501.432844906807,1311.82029260787,-308.954602794259
"415",424.655253217368,1235.76062866616,-386.450122231426
"416",481.565746391291,1293.391184285,-330.259691502416
"417",448.334005650561,1260.88164034543,-364.213629044313
"418",365.283291231145,1178.55525672691,-447.988674264622
"419",217.155695207,1031.15412513135,-596.842734717345
"420",415.10408577241,1229.83111336554,-399.622941820718
"421",443.142176219503,1258.59993431878,-372.315581879773
"422",413.37615568685,1229.56677671152,-402.814465337822
"423",479.258253395255,1296.18386933125,-337.667362540738
"424",326.34580080583,1144.00854319063,-491.316941578971
"425",431.864589296023,1250.26658920364,-386.537410611591
"426",326.683968793635,1145.82735681962,-492.459419232352
"427",407.059624429368,1226.94653067596,-412.827281817224
"428",358.128499506223,1178.76105356753,-462.504054555083
"429",390.91715864292,1212.2974895902,-430.463172304356
"430",394.276050306717,1216.40628667373,-427.854186060294
"431",393.397252927732,1216.27952269619,-429.485016840729
"432",417.228776435987,1240.86520702108,-406.407654149106
"433",484.682748398219,1309.07546663419,-339.709969837753
"434",484.699414573495,1309.85054669935,-340.451717552355
"435",414.740206123205,1240.65187776844,-411.171465522032
"436",543.570226298228,1370.24456246871,-283.104109872259
"437",437.147201587392,1264.58632665127,-390.291923476484
"438",395.680917079238,1223.88695475292,-432.525120594449
"439",446.187557376772,1275.16263071106,-382.787515957517
"440",524.179628015115,1353.92585938133,-305.566603351104
"441",434.506613585319,1265.02612466158,-396.012897490945
"442",564.425040616512,1395.71995237405,-266.869871141027
"443",353.61505293556,1185.68748562513,-478.457379754013
"444",488.020307725617,1320.87238086401,-344.831765412772
"445",498.322723844376,1331.95655620096,-335.311108512208
"446",460.620209738723,1295.03791932213,-373.797499844689
"447",487.869977967126,1323.07368201199,-347.333726077742
"448",508.22809383467,1344.21990878844,-327.763721119096
"449",479.364222153431,1316.14626366325,-357.417819356391
"450",538.305262214952,1375.87964511469,-299.269120684786
"451",504.856927921673,1347.49523978126,-337.781383937916
"452",450.645815628937,1294.07666380904,-392.785032551163
"453",529.575116463439,1373.80061020835,-314.650377281474
"454",516.004021446603,1361.02626917937,-329.018226286168
"455",491.878940507612,1337.70004981735,-353.942168802126
"456",631.072556007089,1477.69463363637,-215.549521622193
"457",484.510411147619,1331.93556297997,-362.914740684736
"458",593.46088003544,1441.69121108291,-254.769451012034
"459",478.588599437458,1327.62621382826,-370.449014953341
"460",466.972563359081,1316.8195643253,-382.874437607135
"461",464.691398786074,1315.34988865149,-385.967091079343
"462",454.329723422879,1305.80180359086,-397.1423567451
"463",400.31335670323,1252.60112764468,-451.974414238217
"464",496.840317134544,1349.94587837595,-356.265244106867
"465",420.062725445106,1273.98817555669,-433.862724666482
"466",476.973218619029,1331.72065520293,-377.774217964873
"467",443.741477878298,1299.31299755687,-411.830041800269
"468",360.690763458882,1217.08846186304,-495.70693494528
"469",212.563167434737,1069.78913919245,-644.662804322978
"470",410.511558000147,1268.56789672493,-447.544780724635
"471",438.54964844724,1297.43844672677,-420.339149832286
"472",408.783627914587,1268.50697729939,-450.939721470213
"473",474.665725622993,1335.22571661521,-385.894265369229
"474",321.753273033567,1183.15199507583,-539.645449008692
"475",427.27206152376,1289.51160298807,-434.967479940549
"476",322.091441021372,1185.17388919814,-540.9910071554
"477",402.467096657106,1266.39453774424,-461.460344430031
"478",353.53597173396,1218.31049082602,-511.2385473581
"479",386.324630870657,1251.9483119481,-479.299050206786
"480",389.683522534455,1256.15844845297,-476.791403384058
"481",388.80472515547,1256.13297763537,-478.523527324431
"482",412.636248663724,1280.81990827945,-455.547410951998
"483",480.090220625957,1349.13136679561,-388.950925543697
"484",480.106886801233,1350.00759777625,-389.793824173784
"485",410.147678350943,1280.91003120579,-460.614674503908
"486",538.977698525965,1410.60376914796,-332.648372096031
"487",432.554673815129,1305.0465368943,-439.937189264042
"488",391.088389306975,1264.44811832602,-482.271339712073
"489",441.595029604509,1315.82469682885,-432.634637619828
"490",519.587100242853,1394.68877671071,-355.514576225008
"491",429.914085813057,1305.88984132569,-446.061669699575
"492",559.83251284425,1436.68441595618,-317.019390267684
"493",349.022525163297,1226.75264317269,-528.707592846097
"494",483.427779953354,1362.03817889243,-395.182618985717
"495",493.730196072113,1373.22294069763,-385.762548553406
"496",456.02768196646,1336.40483575033,-424.349471817414
"497",483.277450194863,1364.54107531479,-397.986174925068
"498",503.635566062407,1385.78772339262,-378.51659126781
"499",474.771694381168,1357.81444348324,-408.271054720902
"500",533.712734442689,1417.64813355641,-350.222664671028
